,host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,expensive_nbh
2802,85.0,88.0,1,2,Entire home/apt,1,1.0,1,90.0,2,1125,12,0
2803,100.0,80.0,1,1,Shared room,1,1.0,1,40.0,2,1125,105,0
2804,100.0,80.0,2,4,Entire home/apt,2,1.0,2,124.0,3,1125,11,0
2805,100.0,93.0,3,2,Private room,1,1.0,1,75.0,1,1125,7,0
2806,100.0,47.0,1,2,Private room,1,1.0,1,70.0,1,7,33,0
2807,90.0,100.0,1,2,Private room,1,1.0,1,85.0,2,1125,13,0
2808,100.0,67.0,1,2,Private room,1,2.0,1,70.0,1,1125,1,0
2809,100.0,100.0,1,2,Entire home/apt,1,1.0,1,109.0,3,1125,25,0
2810,50.0,66.0,1,3,Entire home/apt,1,1.0,2,98.0,1,1125,1,0
2811,100.0,100.0,1,5,Entire home/apt,2,2.5,3,280.0,2,30,1,0
2812,80.0,100.0,1,2,Entire home/apt,1,1.0,1,80.0,3,180,2,0
2813,100.0,100.0,1,2,Private room,1,1.0,1,65.0,1,1125,1,0
2814,100.0,78.0,6,2,Private room,1,1.0,1,65.0,2,1125,113,0
2815,53.0,92.0,1,2,Entire home/apt,1,1.0,1,152.0,2,7,12,0
2816,100.0,95.0,1,2,Entire home/apt,2,1.5,1,125.0,7,1125,0,0
2817,90.0,88.0,1,4,Entire home/apt,0,1.0,2,94.0,1,30,51,0
2818,100.0,100.0,2,4,Entire home/apt,1,1.0,2,135.0,2,1125,64,0
2819,88.0,100.0,2,4,Entire home/apt,2,1.0,3,220.0,2,1125,4,0
2820,86.4,92.4,1,2,Private room,1,1.0,1,125.0,1,1125,22,0
2821,100.0,100.0,1,3,Entire home/apt,0,1.0,2,125.0,3,1125,15,0
2822,71.0,100.0,1,2,Entire home/apt,0,1.0,1,135.0,3,365,13,0
2823,98.0,82.0,1,4,Entire home/apt,1,1.0,2,143.0,1,60,32,0
2824,91.2,65.0,1,2,Private room,1,1.0,1,149.0,4,365,8,0
2825,100.0,100.0,2,2,Entire home/apt,1,1.0,1,100.0,1,1125,9,0
2826,91.0,100.0,1,2,Entire home/apt,1,1.0,2,115.0,1,1125,3,0
2827,96.6,85.0,1,2,Entire home/apt,0,1.0,1,100.0,1,1125,0,0
2828,100.0,100.0,3,2,Entire home/apt,0,1.0,1,148.0,3,1125,0,0
2829,100.0,93.0,1,2,Entire home/apt,1,1.0,1,90.0,1,1125,4,0
2830,60.0,100.0,1,2,Entire home/apt,1,1.0,1,103.0,2,1125,45,0
2831,88.0,85.8,1,2,Private room,1,1.0,1,85.0,1,1125,0,0
2832,50.0,77.4,1,2,Private room,1,1.0,1,80.0,1,1125,10,0
2833,91.0,90.0,1,2,Entire home/apt,1,1.0,1,100.0,2,40,14,0
2834,71.0,100.0,1,2,Private room,1,1.0,1,75.0,1,1125,30,0
2835,83.0,75.0,3,6,Entire home/apt,2,2.0,3,250.0,5,730,0,0
2836,90.0,100.0,3,2,Private room,1,1.0,1,115.0,2,1125,6,0
2837,43.0,100.0,1,2,Shared room,1,1.0,1,48.0,1,1125,4,0
2838,90.0,80.0,1,4,Entire home/apt,1,1.0,2,120.0,2,14,4,0
2839,83.0,73.4,1,4,Entire home/apt,1,1.0,1,117.0,4,60,15,0
2840,80.0,50.0,1,5,Entire home/apt,2,2.0,2,145.0,2,1125,12,0
2841,100.0,100.0,1,6,Entire home/apt,2,1.0,2,148.0,1,1125,54,0
2843,86.2,97.8,1,2,Private room,1,1.0,1,53.0,1,1125,0,0
2844,100.0,75.0,1,6,Entire home/apt,2,2.0,2,199.0,1,3,25,0
2845,100.0,60.8,1,1,Entire home/apt,0,1.0,1,60.0,1,1125,0,0
2846,100.0,90.0,3,3,Private room,1,1.0,1,145.0,2,1125,0,0
2847,100.0,100.0,1,2,Entire home/apt,1,1.0,1,99.0,5,1125,0,0
2848,100.0,100.0,1,6,Entire home/apt,2,1.0,3,150.0,1,1125,1,0
2849,64.0,75.0,1,2,Entire home/apt,0,1.0,2,65.0,1,1125,1,0
2850,99.0,89.0,25,5,Entire home/apt,2,1.0,3,119.0,3,1125,10,0
2851,100.0,100.0,1,4,Entire home/apt,2,1.0,2,145.0,3,1125,4,0
2852,100.0,80.0,1,2,Entire home/apt,1,1.0,1,80.0,1,1125,3,0
2853,78.0,100.0,2,4,Entire home/apt,1,1.0,2,125.0,1,1125,5,0
2854,100.0,90.0,3,3,Private room,1,1.0,1,75.0,2,1125,1,0
2855,50.0,66.0,1,2,Entire home/apt,0,1.0,1,100.0,2,1125,2,0
2856,100.0,100.0,1,4,Entire home/apt,1,1.0,2,125.0,1,1125,16,0
2857,100.0,88.0,1,2,Entire home/apt,1,1.0,1,75.0,1,1125,8,0
2858,95.2,78.2,1,1,Private room,1,1.0,1,90.0,1,5,2,0
2859,100.0,96.0,1,2,Entire home/apt,1,1.0,1,115.0,1,1125,14,0
2860,100.0,78.0,6,2,Private room,1,1.5,1,75.0,2,30,25,0
2861,100.0,90.0,3,5,Entire home/apt,2,1.0,2,225.0,2,1125,0,0
2862,88.4,91.8,1,1,Private room,1,0.5,1,45.0,1,1125,3,0
2863,100.0,83.0,1,2,Entire home/apt,0,1.0,1,125.0,1,9,12,0
2864,100.0,93.0,3,6,Entire home/apt,2,1.0,2,200.0,1,1125,0,0
2865,79.4,72.4,1,4,Private room,1,1.0,1,90.0,3,21,1,0
2866,100.0,100.0,3,5,Entire home/apt,2,2.0,2,258.0,3,1125,0,0
2867,100.0,50.0,1,2,Private room,1,1.0,1,65.0,2,1125,2,0
2868,98.0,95.0,3,2,Shared room,1,1.0,1,49.0,1,1125,5,0
2869,100.0,67.0,1,8,Entire home/apt,3,2.0,5,450.0,3,730,10,0
2870,100.0,96.6,1,8,Entire home/apt,3,2.5,4,325.0,2,14,16,0
2871,84.0,100.0,1,3,Entire home/apt,1,1.0,1,150.0,1,1125,1,0
2872,100.0,100.0,1,2,Private room,1,1.0,1,50.0,1,1125,0,0
2873,100.0,100.0,1,2,Private room,1,2.0,1,56.0,2,1125,4,0
2874,63.0,80.0,1,7,Entire home/apt,1,1.0,3,178.0,1,1125,3,0
2875,100.0,91.0,2,6,Entire home/apt,2,1.0,4,120.0,2,1125,0,0
2876,80.0,83.0,1,2,Entire home/apt,0,1.0,1,80.0,1,9,5,0
2877,98.6,91.0,1,3,Entire home/apt,1,1.0,1,99.0,2,93,27,0
2878,100.0,100.0,1,4,Entire home/apt,1,1.0,2,100.0,1,1125,4,0
2879,99.0,98.0,222,6,Entire home/apt,3,1.5,3,135.0,3,1125,4,0
2880,80.0,96.0,1,2,Private room,1,1.0,1,125.0,1,1125,1,0
2881,80.0,100.0,1,1,Private room,1,1.0,1,55.0,2,14,1,0
2882,100.0,95.0,5,2,Private room,1,1.0,1,79.0,1,1125,4,0
2883,50.0,0.0,1,3,Entire home/apt,2,1.0,2,99.0,1,1125,4,0
2884,100.0,100.0,1,3,Entire home/apt,1,1.0,1,85.0,2,30,38,0
2885,100.0,78.0,1,2,Entire home/apt,0,1.0,1,155.0,2,1125,9,0
2886,80.0,58.4,1,3,Entire home/apt,0,1.0,2,95.0,3,30,0,0
2887,90.6,94.6,1,4,Entire home/apt,1,1.0,2,70.0,14,1125,0,0
2888,100.0,100.0,1,5,Entire home/apt,2,2.0,2,225.0,3,1125,39,0
2889,97.0,100.0,8,2,Entire home/apt,1,1.0,2,105.0,3,1125,3,0
2890,100.0,50.0,1,2,Entire home/apt,1,1.0,1,70.0,1,30,2,0
2891,98.0,90.0,1,5,Entire home/apt,2,2.5,2,315.0,4,12,0,0
2892,80.0,80.0,2,2,Private room,1,1.0,1,110.0,1,1125,0,0
2893,90.0,67.0,1,4,Private room,1,1.0,2,99.0,2,7,12,0
2894,60.0,80.0,2,2,Entire home/apt,0,1.0,1,105.0,1,1125,0,0
2895,80.0,93.4,1,4,Entire home/apt,1,1.0,2,125.0,1,1125,9,0
2896,100.0,50.0,1,6,Entire home/apt,2,2.0,2,200.0,2,1125,5,0
2897,100.0,100.0,1,2,Entire home/apt,1,1.0,1,100.0,3,1125,6,0
2898,100.0,75.0,3,2,Private room,1,1.0,1,119.0,4,14,3,0
2899,100.0,60.0,3,4,Entire home/apt,3,2.5,3,220.0,3,80,8,0
2900,100.0,83.0,2,2,Private room,1,1.0,1,75.0,2,1125,8,0
2901,100.0,100.0,5,2,Private room,1,1.5,2,160.0,2,14,1,0
2902,100.0,94.0,5,2,Private room,1,2.5,1,118.0,2,730,206,0
2903,30.0,97.6,1,4,Entire home/apt,2,1.0,2,108.0,3,180,1,0
2904,100.0,100.0,1,1,Private room,1,1.0,1,75.0,1,1125,2,0
2905,100.0,33.0,1,2,Private room,1,1.0,1,59.0,1,1125,1,0
2906,100.0,80.8,1,2,Private room,1,1.0,1,82.0,1,1125,25,0
2907,100.0,100.0,5,4,Entire home/apt,1,1.5,1,550.0,1,1,0,0
2908,100.0,90.8,1,3,Entire home/apt,1,1.0,2,120.0,1,1125,8,0
2909,100.0,100.0,1,4,Entire home/apt,1,1.0,2,110.0,3,20,15,0
2910,76.0,96.0,1,8,Entire home/apt,5,2.5,5,300.0,1,1125,2,0
2911,100.0,75.0,1,4,Entire home/apt,0,1.0,2,85.0,1,7,1,0
2912,91.2,70.0,2,8,Entire home/apt,3,1.5,3,279.0,1,1125,0,0
2913,100.0,100.0,1,2,Private room,1,1.0,1,180.0,3,1125,1,0
2914,58.0,51.0,480,4,Entire home/apt,2,2.0,2,279.0,7,365,1,0
2916,100.0,91.0,2,6,Entire home/apt,3,2.0,5,190.0,2,365,7,0
2917,86.0,100.0,1,7,Entire home/apt,2,1.0,3,181.0,3,150,48,0
2918,100.0,82.0,5,5,Entire home/apt,1,1.0,2,125.0,2,365,24,0
2919,100.0,100.0,1,2,Entire home/apt,0,1.0,1,93.0,3,6,10,0
2920,50.0,81.6,1,1,Entire home/apt,1,1.0,1,100.0,1,3,2,0
2921,100.0,94.0,5,2,Private room,1,2.5,1,99.0,2,730,175,0
2922,80.0,55.0,5,2,Private room,1,1.0,1,120.0,1,1125,0,0
2923,100.0,100.0,1,2,Entire home/apt,1,1.0,1,109.0,2,1125,20,0
2924,100.0,86.0,1,3,Entire home/apt,1,1.0,2,100.0,2,12,8,0
2925,100.0,100.0,2,2,Private room,1,1.0,1,100.0,1,1125,6,0
2926,90.8,82.8,2,2,Private room,1,1.5,1,99.0,1,1125,0,0
2927,100.0,80.0,1,4,Entire home/apt,1,1.0,1,140.0,2,18,3,0
2928,60.0,89.0,2,6,Entire home/apt,2,2.5,2,154.0,2,10,18,0
2929,90.0,44.0,2,2,Entire home/apt,1,1.0,1,70.0,1,1125,2,0
2930,100.0,95.0,5,4,Entire home/apt,1,1.0,1,98.0,2,1125,24,0
2931,100.0,100.0,1,3,Entire home/apt,1,1.0,1,90.0,1,1125,11,0
2932,83.2,90.4,1,2,Private room,1,1.0,1,100.0,3,1125,18,0
2933,100.0,80.0,2,2,Private room,1,1.0,1,60.0,2,4,4,0
2934,100.0,79.0,1,3,Entire home/apt,1,1.0,1,130.0,1,1125,6,0
2935,63.0,100.0,1,2,Entire home/apt,0,1.0,1,105.0,1,2000,8,0
2937,96.6,86.6,1,3,Entire home/apt,1,1.0,1,250.0,2,1125,1,0
2938,100.0,100.0,1,2,Private room,1,1.0,1,75.0,1,1125,0,0
2939,100.0,100.0,2,4,Entire home/apt,1,1.0,2,99.0,4,35,14,0
2940,100.0,89.0,2,10,Entire home/apt,6,4.0,8,499.0,2,1125,8,0
2941,100.0,67.0,1,2,Entire home/apt,0,1.0,1,110.0,1,1125,8,0
2942,100.0,95.0,5,2,Private room,1,1.0,1,69.0,1,1125,3,0
2943,100.0,88.8,1,2,Private room,1,1.0,1,85.0,5,1125,35,0
2944,100.0,96.0,1,2,Entire home/apt,1,1.0,1,85.0,2,1125,4,0
2945,78.6,78.4,1,1,Private room,1,1.0,2,150.0,1,7,6,0
2947,50.0,100.0,1,4,Entire home/apt,2,2.0,2,160.0,1,1125,0,0
2948,100.0,100.0,2,3,Entire home/apt,1,1.0,1,145.0,2,1125,66,0
2949,100.0,100.0,4,2,Private room,1,1.0,1,100.0,3,1125,4,0
2950,100.0,100.0,1,2,Entire home/apt,0,1.0,1,115.0,3,1125,9,0
2951,100.0,100.0,2,2,Entire home/apt,1,1.0,1,89.0,1,1125,56,0
2952,33.0,100.0,1,1,Entire home/apt,2,1.0,2,76.0,1,1125,6,0
2953,100.0,68.8,1,2,Entire home/apt,0,1.0,1,70.0,2,1125,0,0
2954,90.0,100.0,1,6,Entire home/apt,3,1.5,3,329.0,4,700,29,0
2955,86.0,63.0,2,2,Entire home/apt,0,1.0,1,100.0,1,1125,2,0
2956,98.0,52.0,49,2,Private room,1,1.0,1,100.0,2,30,1,0
2957,100.0,81.0,9,2,Entire home/apt,1,1.5,1,149.0,3,366,2,0
2958,50.0,70.0,1,2,Entire home/apt,0,1.0,1,89.0,1,1125,11,0
2959,100.0,100.0,2,4,Entire home/apt,1,1.0,2,119.0,1,1125,38,0
2960,98.0,52.0,49,2,Private room,1,1.0,1,100.0,2,30,6,0
2961,100.0,100.0,3,3,Entire home/apt,1,1.0,1,109.0,1,1125,84,0
2962,69.0,100.0,2,6,Entire home/apt,2,1.0,3,100.0,3,1125,10,0
2963,100.0,100.0,1,2,Entire home/apt,0,1.0,2,85.0,1,1125,0,0
2964,91.6,88.4,1,4,Entire home/apt,2,1.5,2,90.0,3,66,23,0
2965,100.0,100.0,5,2,Private room,1,1.5,1,100.0,1,14,16,0
2966,100.0,100.0,1,2,Entire home/apt,1,1.0,2,105.0,1,1125,0,0
2967,100.0,100.0,2,8,Entire home/apt,3,1.0,3,129.0,1,14,138,0
2968,75.0,100.0,2,2,Entire home/apt,1,1.0,1,150.0,1,1125,1,0
2969,70.0,86.0,1,4,Entire home/apt,0,1.0,1,110.0,2,1125,7,0
2970,94.8,77.6,1,2,Private room,1,1.0,1,60.0,2,1125,0,0
2971,71.0,59.2,1,2,Entire home/apt,1,1.0,1,130.0,4,1125,4,0
2972,100.0,98.2,1,2,Entire home/apt,0,1.0,1,120.0,4,1125,8,0
2973,90.0,90.0,1,2,Entire home/apt,0,1.0,1,85.0,2,1125,4,0
2974,100.0,100.0,1,3,Entire home/apt,1,1.0,2,110.0,3,21,5,0
2975,100.0,100.0,1,3,Private room,1,1.0,1,60.0,1,1125,3,0
2976,71.0,100.0,1,2,Private room,1,1.0,1,72.0,3,30,8,0
2977,100.0,100.0,1,4,Entire home/apt,1,1.0,1,99.0,2,14,2,0
2978,91.6,80.0,1,3,Private room,1,1.0,2,120.0,2,4,0,0
2979,87.0,100.0,1,2,Entire home/apt,1,1.0,1,95.0,1,1125,21,0
2980,89.0,85.0,2,1,Private room,1,1.0,1,60.0,2,21,6,0
2981,100.0,92.0,3,2,Entire home/apt,1,1.0,1,100.0,7,365,14,0
2982,86.0,50.0,1,1,Private room,1,1.0,1,60.0,2,1125,3,0
2983,98.6,64.2,1,2,Private room,1,1.0,1,60.0,1,1125,0,0
2984,100.0,100.0,1,1,Private room,1,1.5,1,150.0,1,1125,3,0
2985,90.0,85.0,1,4,Entire home/apt,1,1.0,3,119.0,2,300,52,0
2986,100.0,100.0,1,4,Entire home/apt,1,1.0,2,199.0,2,1125,2,0
2987,100.0,81.0,9,3,Entire home/apt,1,1.0,1,139.0,3,365,20,0
2988,92.0,100.0,1,4,Shared room,1,1.0,2,50.0,1,1125,0,0
2989,100.0,100.0,1,6,Entire home/apt,2,2.0,3,175.0,5,1125,0,0
2990,40.0,100.0,1,1,Shared room,1,1.5,1,85.0,2,1125,0,0
2991,100.0,100.0,1,1,Private room,1,1.0,1,45.0,1,1125,2,0
2992,100.0,75.0,1,3,Entire home/apt,0,1.0,2,95.0,2,14,2,0
2993,100.0,63.0,1,2,Entire home/apt,1,1.0,1,115.0,2,1125,2,0
2994,75.0,100.0,1,2,Entire home/apt,1,1.0,1,75.0,2,1125,12,0
2995,100.0,100.0,2,5,Entire home/apt,1,1.0,1,120.0,2,1125,92,0
2996,78.0,100.0,1,4,Entire home/apt,1,1.0,2,119.0,1,3,1,0
2997,100.0,81.0,9,6,Entire home/apt,2,2.0,3,209.0,3,720,22,0
2998,100.0,100.0,1,3,Entire home/apt,1,1.0,1,96.0,2,120,4,0
2999,33.0,100.0,1,2,Private room,1,1.0,1,139.0,1,1125,14,0
3000,100.0,100.0,1,1,Private room,1,1.0,1,65.0,1,30,6,0
3001,60.0,86.6,1,2,Entire home/apt,1,1.0,1,190.0,1,1125,5,0
3002,100.0,96.0,4,2,Private room,1,1.0,1,85.0,1,1125,15,0
3003,89.0,85.0,2,2,Entire home/apt,0,1.0,1,90.0,2,1125,0,0
3004,100.0,92.0,3,2,Private room,1,1.0,1,80.0,4,14,96,0
3005,100.0,100.0,1,8,Entire home/apt,4,3.5,4,325.0,3,21,5,0
3006,91.0,100.0,1,2,Private room,1,1.0,1,89.0,1,1125,0,0
3007,100.0,88.0,2,2,Shared room,1,1.0,1,66.0,1,1125,46,0
3008,100.0,100.0,6,5,Entire home/apt,2,1.0,3,145.0,3,30,0,0
3009,80.0,100.0,1,1,Entire home/apt,1,1.0,1,54.0,1,210,0,0
3010,86.0,100.0,3,3,Entire home/apt,3,1.0,3,165.0,3,30,0,0
3011,91.0,98.0,1,4,Entire home/apt,2,2.0,2,225.0,1,1125,1,0
3012,100.0,100.0,2,4,Entire home/apt,2,2.5,2,399.0,2,1125,0,0
3013,86.6,85.0,1,4,Entire home/apt,2,2.0,2,179.0,2,1125,8,0
3014,100.0,100.0,6,1,Private room,1,1.0,1,35.0,15,1125,9,0
3015,88.0,100.0,2,1,Private room,1,1.0,1,80.0,2,1125,9,0
3016,78.2,90.0,1,5,Private room,1,2.0,2,85.0,4,365,4,0
3017,100.0,100.0,1,2,Entire home/apt,1,1.0,1,100.0,2,40,16,0
3018,100.0,100.0,1,4,Entire home/apt,1,1.0,2,109.0,2,29,15,0
3019,81.8,55.4,1,6,Entire home/apt,1,1.0,2,150.0,1,1125,0,0
3020,100.0,80.0,1,2,Entire home/apt,1,1.0,1,129.0,5,30,11,0
3021,100.0,95.0,5,2,Private room,1,1.0,1,75.0,1,1125,0,0
3022,92.0,98.0,3,3,Entire home/apt,0,1.0,2,89.0,2,365,70,0
3023,97.0,100.0,8,2,Entire home/apt,0,1.0,1,99.0,3,120,19,0
3024,100.0,93.0,1,6,Entire home/apt,2,1.0,4,160.0,2,1125,4,0
3025,92.0,91.0,26,6,Entire home/apt,2,1.0,4,175.0,1,1125,18,0
3026,100.0,100.0,1,2,Entire home/apt,1,1.0,1,120.0,1,1125,18,0
3027,100.0,100.0,1,2,Entire home/apt,1,1.0,1,95.0,1,1125,5,0
3028,100.0,100.0,6,4,Entire home/apt,1,1.0,2,109.0,3,30,0,0
3029,100.0,100.0,1,4,Entire home/apt,1,1.0,1,189.0,3,1125,35,0
3030,100.0,100.0,1,1,Private room,1,1.5,1,200.0,1,1125,1,0
3031,100.0,82.0,1,1,Private room,1,1.0,1,31.0,1,6,3,0
3032,70.0,75.0,2,2,Private room,1,1.0,1,80.0,1,1125,2,0
3033,100.0,88.0,2,4,Entire home/apt,0,1.0,1,100.0,1,1125,4,0
3034,100.0,100.0,1,2,Entire home/apt,0,1.0,1,110.0,2,30,3,0
3035,90.0,100.0,1,2,Entire home/apt,1,1.0,1,90.0,2,1125,12,0
3036,90.0,96.2,1,2,Private room,1,1.5,1,50.0,3,12,1,0
3037,80.0,55.0,5,2,Private room,1,1.0,1,120.0,1,1125,0,0
3038,100.0,93.0,3,2,Private room,1,1.0,1,75.0,1,1125,1,0
3039,80.0,100.0,1,4,Private room,1,1.0,3,100.0,2,1125,1,0
3040,100.0,100.0,2,2,Private room,1,1.0,1,54.0,2,1125,0,0
3041,100.0,100.0,1,1,Private room,1,0.5,1,50.0,1,1125,1,0
3042,92.0,88.0,1,2,Private room,1,1.0,1,100.0,1,1125,0,0
3043,83.0,50.0,1,2,Entire home/apt,0,1.0,1,80.0,1,3,0,0
3044,100.0,100.0,3,5,Entire home/apt,2,1.0,2,300.0,3,30,0,0
3045,100.0,100.0,1,4,Entire home/apt,1,1.0,1,109.0,2,730,106,0
3046,86.0,88.0,1,2,Entire home/apt,1,1.0,1,55.0,1,1125,34,0
3047,60.0,100.0,1,2,Entire home/apt,0,1.0,1,92.0,1,1125,2,0
3048,100.0,100.0,1,3,Entire home/apt,0,1.0,1,98.0,1,1125,2,0
3049,70.0,100.0,1,2,Entire home/apt,1,1.0,1,60.0,1,1125,3,0
3050,100.0,100.0,2,3,Entire home/apt,1,1.0,1,95.0,1,1125,0,0
3051,100.0,91.0,1,2,Entire home/apt,1,1.0,1,125.0,4,1125,0,0
3052,87.6,77.2,1,4,Entire home/apt,2,2.0,3,200.0,1,1125,0,0
3053,90.0,100.0,3,2,Private room,1,1.0,1,125.0,1,1125,11,0
3054,90.0,100.0,1,7,Entire home/apt,3,2.5,3,150.0,1,1125,12,0
3055,83.0,0.0,1,1,Shared room,1,1.0,1,49.0,1,1125,8,0
3056,79.6,92.0,1,2,Private room,1,1.0,1,135.0,3,1125,0,0
3057,96.6,86.6,1,3,Entire home/apt,1,1.0,1,250.0,1,1125,0,0
3058,100.0,100.0,1,2,Entire home/apt,0,1.0,2,87.0,1,1125,7,0
3059,100.0,100.0,1,2,Private room,1,1.5,1,75.0,1,1125,0,0
3060,85.0,75.0,1,2,Entire home/apt,0,1.0,1,101.0,2,3,10,0
3061,17.0,70.0,1,4,Entire home/apt,2,2.0,2,267.0,1,1125,0,0
3062,100.0,100.0,1,5,Entire home/apt,2,1.0,2,175.0,2,1125,19,0
3063,92.0,91.0,26,6,Entire home/apt,2,1.0,5,175.0,1,1125,13,0
3064,100.0,100.0,3,2,Entire home/apt,1,1.0,1,105.0,2,1125,3,0
3065,100.0,100.0,1,4,Entire home/apt,1,1.0,1,115.0,1,1125,13,0
3066,100.0,62.2,1,4,Entire home/apt,1,1.0,3,144.0,2,10,5,0
3067,70.0,67.0,1,1,Entire home/apt,1,1.0,1,90.0,20,1125,7,0
3068,100.0,100.0,3,2,Entire home/apt,1,1.0,3,155.0,1,1125,4,0
3069,100.0,100.0,1,3,Entire home/apt,1,1.0,2,125.0,1,200,19,0
3070,100.0,100.0,1,2,Entire home/apt,1,1.5,1,119.0,1,730,25,0
3071,100.0,67.0,1,4,Entire home/apt,1,1.0,1,105.0,1,10,4,0
3072,100.0,86.2,1,2,Private room,1,1.0,1,87.0,1,10,0,0
3073,92.0,88.0,2,2,Private room,1,1.5,1,50.0,1,1125,26,0
3074,100.0,75.0,3,4,Entire home/apt,1,1.0,2,79.0,5,45,31,0
3075,100.0,90.0,1,1,Private room,1,1.0,1,46.0,1,1125,0,0
3076,100.0,100.0,1,4,Entire home/apt,1,1.0,3,109.0,1,1125,13,0
3077,100.0,75.0,3,6,Entire home/apt,3,2.0,3,499.0,3,14,2,0
3078,80.0,81.6,1,3,Entire home/apt,0,1.0,2,100.0,3,1125,5,0
3079,100.0,100.0,6,6,Entire home/apt,2,2.0,4,175.0,3,7,0,0
3080,50.0,100.0,1,2,Entire home/apt,0,1.0,1,130.0,1,7,13,0
3081,88.0,100.0,1,4,Entire home/apt,1,1.0,2,90.0,2,1125,4,0
3082,100.0,83.0,1,2,Private room,1,1.0,1,55.0,1,7,16,0
3083,95.0,100.0,1,2,Private room,1,1.0,1,65.0,1,1125,5,0
3084,92.0,85.2,1,2,Private room,1,1.0,1,87.0,1,1125,3,0
3085,100.0,92.0,3,2,Private room,1,1.0,1,80.0,4,14,30,0
3086,50.0,100.0,1,4,Entire home/apt,1,1.0,2,149.0,1,1125,0,0
3087,100.0,94.0,5,2,Private room,1,2.5,1,105.0,2,730,142,0
3088,100.0,94.0,5,2,Private room,1,2.5,1,95.0,2,730,184,0
3089,100.0,100.0,1,1,Private room,1,1.0,2,75.0,1,2,7,0
3090,90.0,60.0,1,3,Entire home/apt,1,1.0,1,115.0,1,4,6,0
3091,100.0,100.0,2,6,Entire home/apt,3,1.0,3,150.0,1,1125,19,0
3092,40.0,87.6,1,2,Entire home/apt,0,1.0,1,105.0,1,20,3,0
3093,86.0,92.0,1,4,Entire home/apt,1,1.0,1,85.0,4,1125,2,0
3094,100.0,95.0,1,3,Entire home/apt,1,1.0,1,125.0,1,1125,37,0
3095,88.2,76.2,1,4,Entire home/apt,2,2.5,2,500.0,1,3,0,0
3096,100.0,84.0,1,6,Entire home/apt,2,2.0,3,209.0,2,1125,54,0
3097,100.0,100.0,1,6,Entire home/apt,2,2.0,4,295.0,1,1125,9,0
3098,100.0,96.0,1,2,Private room,1,1.5,1,64.0,1,7,46,0
3099,98.6,75.4,1,3,Entire home/apt,1,1.0,2,134.0,7,14,0,0
3100,60.0,71.0,1,4,Entire home/apt,1,1.0,1,104.0,1,1125,2,0
3101,86.0,100.0,3,1,Private room,1,1.0,1,95.0,7,14,0,0
3102,88.0,85.8,1,2,Entire home/apt,1,1.0,1,85.0,1,1125,0,0
3103,100.0,100.0,1,4,Entire home/apt,0,1.0,1,109.0,2,1125,5,0
3104,83.0,100.0,1,2,Entire home/apt,0,1.0,2,95.0,1,7,2,0
3105,80.0,73.0,1,4,Entire home/apt,2,1.0,2,195.0,1,1125,12,0
3106,100.0,68.0,1,2,Private room,1,1.0,1,99.0,1,1125,55,0
3107,86.8,83.0,1,2,Entire home/apt,0,1.0,1,70.0,5,17,2,0
3108,100.0,81.0,9,5,Entire home/apt,2,2.0,2,249.0,3,365,13,0
3109,80.0,100.0,1,1,Private room,1,1.0,1,111.0,1,1125,7,0
3110,85.0,79.0,19,2,Entire home/apt,1,1.0,1,65.0,7,365,1,0
3111,80.0,100.0,1,6,Entire home/apt,3,3.5,4,395.0,2,1125,67,0
3112,80.0,78.0,1,2,Entire home/apt,2,1.0,2,65.0,1,1125,1,0
3113,80.0,73.0,1,3,Entire home/apt,1,1.0,1,126.0,2,1125,4,0
3114,100.0,100.0,1,1,Private room,1,1.0,1,90.0,1,1125,1,0
3115,100.0,80.0,1,2,Entire home/apt,1,1.0,1,120.0,10,30,15,0
3116,95.0,72.0,1,2,Private room,1,1.0,1,70.0,2,1125,0,0
3117,100.0,100.0,1,6,Entire home/apt,3,1.5,4,126.0,1,1125,3,0
3118,100.0,90.0,1,2,Private room,1,1.0,1,65.0,1,5,4,0
3119,100.0,0.0,1,3,Entire home/apt,2,2.5,1,139.0,2,1125,5,0
3120,80.2,72.2,1,2,Private room,1,1.0,2,80.0,1,1125,0,0
3121,80.0,55.0,5,2,Private room,1,1.0,1,115.0,1,1125,0,0
3122,33.0,67.0,1,2,Private room,1,1.5,1,65.0,3,60,35,0
3123,100.0,100.0,1,5,Entire home/apt,1,1.0,3,120.0,2,1125,7,0
3124,50.0,100.0,1,2,Private room,1,1.0,1,89.0,1,1125,0,0
3125,90.0,67.0,1,2,Private room,1,1.0,1,80.0,2,1125,30,0
3126,92.0,91.0,26,8,Entire home/apt,3,2.0,6,300.0,1,1125,22,0
3127,100.0,60.0,3,2,Private room,1,1.0,1,105.0,2,30,16,0
3128,100.0,97.2,1,4,Entire home/apt,1,1.0,2,115.0,3,1125,0,0
3129,70.0,75.0,2,3,Entire home/apt,1,1.0,1,140.0,1,1125,4,0
3130,88.6,100.0,1,2,Private room,1,1.0,1,50.0,1,1125,8,0
3131,50.0,86.0,1,4,Entire home/apt,0,1.0,1,90.0,2,1125,14,0
3132,100.0,94.0,5,2,Entire home/apt,1,1.0,1,140.0,3,730,19,0
3133,80.0,80.0,2,2,Private room,1,1.0,1,110.0,1,365,10,0
3134,100.0,89.0,2,8,Entire home/apt,3,2.5,3,199.0,1,1125,0,0
